player_name,mlb_id,class_year,family,role,card_type,set_slug,scp_url,auto_card_url
Adrian Sampson,592716,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/adrian-sampson-bcp20,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/adrian-sampson-bcap-asa
Akeel Morris,592570,2015,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/akeel-morris-bcap-amo
Amir Garrett,607237,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/amir-garrett-bcp158,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/amir-garrett-bcap-aga
Andrew Benintendi,643217,2015,draft,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/andrew-benintendi-182,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/andrew-benintendi-bca-ab
Andrew Suarez,605498,2015,draft,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/andrew-suarez-170,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/andrew-suarez-bca-asu
Antonio Senzatela,622608,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/antonio-senzatela-bcp183,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/antonio-senzatela-bcap-as
Austin Dean,621573,2015,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/austin-dean-bcp-146,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/austin-dean-bcap-ad
Austin Voth,608723,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/austin-voth-bcp28,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/austin-voth-bcap-av
Bobby Wahl,592833,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/bobby-wahl-bcp172,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/bobby-wahl-bcap-bw
Brett Graves,605255,2015,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/brett-graves-bcap-bg
Brett Phillips,621433,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/brett-phillips-bcp137,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/brett-phillips-bcap-bp
Carson Fulmer,608334,2015,draft,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/carson-fulmer-118,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/carson-fulmer-bca-cf
Carson Smith,605476,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/carson-smith-bcp164,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/carson-smith-bcap-csi
Chris Shaw,622046,2015,draft,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/chris-shaw-37,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/chris-shaw-bca-cs
Christin Stewart,621514,2015,draft,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/christin-stewart-178,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/christin-stewart-bca-cst
Cody Bellinger,641355,2015,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/cody-bellinger-bcp-182,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/cody-bellinger-bcap-cbe
Cody Reed,642003,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/cody-reed-bcp233,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/cody-reed-bcap-cr
Dansby Swanson,621020,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/dansby-swanson-1,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/dansby-swanson-bcap-ds
Darnell Sweeney,572182,2015,chrome,hitter,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/darnell-sweeney-bcap-ds
Dixon Machado,553988,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/dixon-machado-bcp5,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/dixon-machado-bcap-dm
Gleyber Torres,650402,2015,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/gleyber-torres-bcp-236,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/gleyber-torres-bcap-gt
Grayson Greiner,606988,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/grayson-greiner-bcp245,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/grayson-greiner-bcap-gg
Hector Olivera,493343,2015,chrome,hitter,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/hector-olivera-bcap-ho
Ian Happ,664023,2015,draft,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/ian-happ-28,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/ian-happ-bca-ih
J.D. Davis,605204,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/jd-davis-bcp214,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/jd-davis-bcap-jd
Jacob Nix,656798,2015,draft,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/jacob-nix-143,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/jacob-nix-bca-jni
Jairo Labourt,607951,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/jairo-labourt-bcp94,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/jairo-labourt-bcap-jl
Jake Cave,595909,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/jake-cave-bcp204,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/jake-cave-bcap-jc
Jarlin Garcia,606424,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/jarlin-garcia-bcp148,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/jarlin-garcia-bcap-jg
Jefry Rodriguez,622446,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/jefry-rodriguez-bcp205,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/jefry-rodriguez-bcap-jr
Jon Moscot,621209,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/jon-moscot-bcp163,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/jon-moscot-bcap-jmo
Kevin Newman,621028,2015,draft,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/kevin-newman-64,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/kevin-newman-bca-kn
Kolby Allard,663465,2015,draft,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/kolby-allard-10,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/kolby-allard-bca-ka
Kyle Tucker,663656,2015,draft,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/kyle-tucker-75,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/kyle-tucker-bca-kt
Luiz Gohara,627894,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/luiz-gohara-bcp165,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/luiz-gohara-bcap-lg
Mallex Smith,605480,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/mallex-smith-bcp199,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/mallex-smith-bcap-ms
Michael Conforto,624424,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/michael-conforto-bcp218,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/michael-conforto-bcap-mc
Michael Soroka,647336,2015,draft,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/michael-soroka-181,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/michael-soroka-bca-ms
Miguel Castro,612434,2015,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/miguel-castro-bcap-mc
Nick Pivetta,601713,2015,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/nick-pivetta-bcap-np
Pedro Severino,600474,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/pedro-severino-bcp6,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/pedro-severino-bcap-ps
Reynaldo Lopez,625643,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/reynaldo-lopez-bcp246,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/reynaldo-lopez-bcap-rl
Scott Kingery,664068,2015,draft,hitter,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/scott-kingery-138,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/scott-kingery-bca-sk
Spencer Kieboom,571851,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/spencer-kieboom-bcp217,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/spencer-kieboom-bcap-sk
Spencer Turnbull,605513,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/spencer-turnbull-bcp221,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/spencer-turnbull-bcap-stu
Steven Okert,595345,2015,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/steven-okert-bcap-so
Tanner Rainey,663432,2015,draft,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/tanner-rainey-155,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/tanner-rainey-bca-tr
Victor Arano,644364,2015,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/victor-arano-bcap-va
Victor Caratini,605170,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/victor-caratini-bcp220,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/victor-caratini-bcap-vc
Walker Buehler,621111,2015,draft,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/walker-buehler-46,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-draft-pick-autograph/walker-buehler-bca-wb
Willy Adames,642715,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/willy-adames-bcp61,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/willy-adames-bcap-wa
Wilmer Difo,594694,2015,chrome,hitter,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/wilmer-difo-bcp241,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/wilmer-difo-bcap-wd
Yoan Lopez,661255,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-draft-chrome/yoan-lopez-2,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/yoan-lopez-bcap-yl
Zac Reininger,643617,2015,chrome,pitcher,bowman_1st_base,baseball-cards-2015-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospects/zac-reininger-bcp243,https://www.sportscardspro.com/game/baseball-cards-2015-bowman-chrome-prospect-autograph/zac-reininger-bcap-zr
A.J. Puk,640462,2016,draft,pitcher,bowman_1st_base,baseball-cards-2017-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-draft-chrome/aj-puk-bdc47,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/aj-puk-cda-ap
Adam Engel,641553,2016,chrome,hitter,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/adam-engel-cpa-aen
Anthony Banda,607455,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/anthony-banda-bcp-51,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/anthony-banda-cpa-aba
Austin Gomber,596295,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/austin-gomber-bcp-162,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/austin-gomber-bcap-ag
Billy McKinney,641856,2016,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/billy-mckinney-bcp-8,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/billy-mckinney-cpa-bm
Bo Bichette,666182,2016,draft,hitter,bowman_1st_base,baseball-cards-2017-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-draft-chrome/bo-bichette-bdc38,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/bo-bichette-cda-bob
Bryan Reynolds,668804,2016,draft,hitter,bowman_1st_base,baseball-cards-2017-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-chrome-prospects/bryan-reynolds-bcp-204,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/bryan-reynolds-cda-brr
Bryse Wilson,669060,2016,draft,pitcher,bowman_1st_base,baseball-cards-2018-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2018-bowman-chrome-prospects/bryse-wilson-bcp-135,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/bryse-wilson-cda-bw
Cal Quantrill,615698,2016,draft,pitcher,bowman_1st_base,baseball-cards-2017-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-draft-chrome/cal-quantrill-bdc21,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/cal-quantrill-cda-cq
Cavan Biggio,624415,2016,draft,hitter,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/cavan-biggio-cda-cb
Chad Kuhl,641771,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/chad-kuhl-bcp-154,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/chad-kuhl-bcap-ck
Connor Sadzeck,592712,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/connor-sadzeck-bcp-172,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/connor-sadzeck-bcap-cs
Dakota Hudson,641712,2016,draft,pitcher,bowman_1st_base,baseball-cards-2017-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-chrome-prospects/dakota-hudson-bcp-205,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/dakota-hudson-cda-dh
David Hess,605276,2016,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/david-hess-cpa-dh
David Paulino,600944,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/david-paulino-bcp-213,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/david-paulino-bcap-dp
Domingo Leyba,642736,2016,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/domingo-leyba-bcp-3,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/domingo-leyba-cpa-dl
Dustin Fowler,641583,2016,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/dustin-fowler-bcp-153,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/dustin-fowler-bcap-dfo
Eric Lauer,641778,2016,draft,pitcher,bowman_1st_base,baseball-cards-2018-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2018-bowman-chrome-prospects/eric-lauer-bcp-18,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/eric-lauer-cda-el
Fernando Tatis Jr.,665487,2016,chrome,hitter,bowman_1st_base,baseball-cards-2017-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-chrome-prospects/fernando-tatis-jr-bcp-160,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/fernando-tatis-jr-cpa-ft
Garrett Hampson,641658,2016,draft,hitter,bowman_1st_base,baseball-cards-2018-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2018-bowman-chrome-prospects/garrett-hampson-bcp-236,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/garrett-hampson-cda-gh
Gavin Lux,666158,2016,draft,hitter,bowman_1st_base,baseball-cards-2017-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-draft-chrome/gavin-lux-bdc171,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/gavin-lux-cda-gl
Harrison Bader,664056,2016,chrome,hitter,bowman_1st_base,baseball-cards-2017-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-chrome-prospects/harrison-bader-bcp-143,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/harrison-bader-cpa-hb
Isan Diaz,656371,2016,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/isan-diaz-bcp-232,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/isan-diaz-bcap-id
Jaime Schultz,621289,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/jaime-schultz-bcp-193,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/jaime-schultz-bcap-js
Jake Fraley,641584,2016,draft,hitter,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/jake-fraley-cda-jf
Jesus Luzardo,666200,2016,draft,pitcher,bowman_1st_base,baseball-cards-2018-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2018-bowman-chrome-prospects/jesus-luzardo-bcp-126,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/jesus-luzardo-cda-jlu
Jesus Tinoco,622786,2016,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/jesus-tinoco-cpa-jt
Joe Musgrove,605397,2016,chrome,pitcher,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/joe-musgrove-cpa-jmu
Jordan Patterson,641958,2016,chrome,hitter,bowman_1st_base,,,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/jordan-patterson-cpa-jp
Juan Soto,665742,2016,chrome,hitter,bowman_1st_base,baseball-cards-2017-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-chrome-prospects/juan-soto-bcp-180,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/juan-soto-cpa-js
Junior Fernandez,658551,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/junior-fernandez-bcp-176,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/junior-fernandez-bcap-jf
Justin Dunn,643290,2016,draft,pitcher,bowman_1st_base,baseball-cards-2017-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-draft-chrome/justin-dunn-bdc49,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/justin-dunn-cda-jd
Kyle Lewis,641786,2016,draft,hitter,bowman_1st_base,baseball-cards-2017-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-draft-chrome/kyle-lewis-bdc154,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/kyle-lewis-cda-kl
Matt Thaiss,642136,2016,draft,hitter,bowman_1st_base,baseball-cards-2017-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-chrome-prospects/matt-thaiss-bcp-64,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/matt-thaiss-cda-mt
Mike Clevinger,605182,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/mike-clevinger-bcp-52,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/mike-clevinger-cpa-mc
Mike Gerber,595222,2016,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/mike-gerber-bcp-241,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/mike-gerber-bcap-mg
Pete Alonso,624413,2016,draft,hitter,bowman_1st_base,baseball-cards-2018-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2018-bowman-chrome-prospects/pete-alonso-bcp-137,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/pete-alonso-cda-pa
Sam Howard,607572,2016,chrome,pitcher,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/sam-howard-bcp-158,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/sam-howard-bcap-sh
Sam Travis,607752,2016,chrome,hitter,bowman_1st_base,baseball-cards-2016-bowman-chrome-prospects,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospects/sam-travis-bcp-229,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-chrome-prospect-autograph/sam-travis-bcap-str
T.J. Zeuch,643615,2016,draft,pitcher,bowman_1st_base,baseball-cards-2017-bowman-draft-chrome,https://www.sportscardspro.com/game/baseball-cards-2017-bowman-draft-chrome/tj-zeuch-bdc68,https://www.sportscardspro.com/game/baseball-cards-2016-bowman-draft-chrome-picks-autographs/tj-zeuch-cda-tz
