product_id,name,number,card_url,raw_title,year,family,kind,cc_total,scp_total,cc_only,scp_only,ok,completeness
7383414.0,Jensy Rivas,CPA-JR,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/jensy-rivas-cpa-jr,Jensy Rivas #CPA-JR,2024.0,chrome,number_collision,,,,,,
7384199.0,Paulino Santana,CPA-PS,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/paulino-santana-cpa-ps,Paulino Santana #CPA-PS,2024.0,chrome,number_collision,,,,,,
7384668.0,Waner Luciano,CPA-WL,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/waner-luciano-cpa-wl,Waner Luciano #CPA-WL,2024.0,chrome,number_collision,,,,,,
7384692.0,Wilfredo Lara,CPA-WL,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/wilfredo-lara-cpa-wl,Wilfredo Lara #CPA-WL,2024.0,chrome,number_collision,,,,,,
7384766.0,Yoniel Curet,CPA-YCU,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/yoniel-curet-cpa-ycu,Yoniel Curet #CPA-YCU,2024.0,chrome,number_collision,,,,,,
7384789.0,Yohairo Cuevas,CPA-YCU,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/yohairo-cuevas-cpa-ycu,Yohairo Cuevas #CPA-YCU,2024.0,chrome,number_collision,,,,,,
7384815.0,Yordanny Monegro,CPA-YM,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/yordanny-monegro-cpa-ym,Yordanny Monegro #CPA-YM,2024.0,chrome,number_collision,,,,,,
7385029.0,Gavin Dugas,CPA-GD,https://www.sportscardspro.com/game/baseball-cards-2024-bowman-chrome-prospects-autograph/gavin-dugas-cpa-gd,Gavin Dugas #CPA-GD,2024.0,chrome,number_collision,,,,,,
5096458.0,Austin Charles,CPA-AC,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/austin-charles-cpa-ac,Austin Charles #CPA-AC,2023.0,chrome,number_collision,,,,,,
5096462.0,Braylin Tavera,CPA-BT,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/braylin-tavera-cpa-bt,Braylin Tavera #CPA-BT,2023.0,chrome,number_collision,,,,,,
5096463.0,Braylon Bishop,CPA-BB,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/braylon-bishop-cpa-bb,Braylon Bishop #CPA-BB,2023.0,chrome,number_collision,,,,,,
5096466.0,Caden Dana,CPA-CD,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/caden-dana-cpa-cd,Caden Dana #CPA-CD,2023.0,chrome,number_collision,,,,,,
5096469.0,Colby Thomas,CPA-CT,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/colby-thomas-cpa-ct,Colby Thomas #CPA-CT,2023.0,chrome,number_collision,,,,,,
5096472.0,Daniel Montesino,CPA-DM,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/daniel-montesino-cpa-dm,Daniel Montesino #CPA-DM,2023.0,chrome,number_collision,,,,,,
5096481.0,Emaarion Boyd,CPA-EB,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/emaarion-boyd-cpa-eb,Emaarion Boyd #CPA-EB,2023.0,chrome,number_collision,,,,,,
5096495.0,Jacob Berry,CPA-JB,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/jacob-berry-cpa-jb,Jacob Berry #CPA-JB,2023.0,chrome,number_collision,,,,,,
5096497.0,Jase Bowen,CPA-JBN,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/jase-bowen-cpa-jbn,Jase Bowen #CPA-JBN,2023.0,chrome,number_collision,,,,,,
5096507.0,Juan Carela,CPA-JCA,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/juan-carela-cpa-jca,Juan Carela #CPA-JCA,2023.0,chrome,number_collision,,,,,,
5096515.0,Leandro Arias,CPA-LA,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/leandro-arias-cpa-la,Leandro Arias #CPA-LA,2023.0,chrome,number_collision,,,,,,
5096517.0,Luis Garcia,CPA-LG,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/luis-garcia-cpa-lg,Luis Garcia #CPA-LG,2023.0,chrome,number_collision,,,,,,
5096534.0,Roman Anthony,CPA-RA,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/roman-anthony-cpa-ra,Roman Anthony #CPA-RA,2023.0,chrome,number_collision,,,,,,
5096546.0,Wilmer Flores,CPA-WF,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/wilmer-flores-cpa-wf,Wilmer Flores #CPA-WF,2023.0,chrome,number_collision,,,,,,
5799231.0,Ariel Castro,CPA-AC,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/ariel-castro-cpa-ac,Ariel Castro #CPA-AC,2023.0,chrome,number_collision,,,,,,
5799236.0,Blade Tidwell,CPA-BT,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/blade-tidwell-cpa-bt,Blade Tidwell #CPA-BT,2023.0,chrome,number_collision,,,,,,
5799244.0,Bryant Betancourt,CPA-BB,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/bryant-betancourt-cpa-bb,Bryant Betancourt #CPA-BB,2023.0,chrome,number_collision,,,,,,
5799246.0,Camilo Diaz,CPA-CD,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/camilo-diaz-cpa-cd,Camilo Diaz #CPA-CD,2023.0,chrome,number_collision,,,,,,
5799255.0,Cristofer Torin,CPA-CT,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/cristofer-torin-cpa-ct,Cristofer Torin #CPA-CT,2023.0,chrome,number_collision,,,,,,
5799264.0,Diego Mosquera,CPA-DM,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/diego-mosquera-cpa-dm,Diego Mosquera #CPA-DM,2023.0,chrome,number_collision,,,,,,
5799267.0,Eddy Beltre,CPA-EB,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/eddy-beltre-cpa-eb,Eddy Beltre #CPA-EB,2023.0,chrome,number_collision,,,,,,
5799285.0,Jair Casanova,CPA-JCA,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/jair-casanova-cpa-jca,Jair Casanova #CPA-JCA,2023.0,chrome,number_collision,,,,,,
5799291.0,Jesus Bugarin,CPA-JB,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/jesus-bugarin-cpa-jb,Jesus Bugarin #CPA-JB,2023.0,chrome,number_collision,,,,,,
5799301.0,Juan Benjamin,CPA-JBN,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/juan-benjamin-cpa-jbn,Juan Benjamin #CPA-JBN,2023.0,chrome,number_collision,,,,,,
5799315.0,Luis Almeyda,CPA-LA,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/luis-almeyda-cpa-la,Luis Almeyda #CPA-LA,2023.0,chrome,number_collision,,,,,,
5799316.0,Luis Guanipa,CPA-LG,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/luis-guanipa-cpa-lg,Luis Guanipa #CPA-LG,2023.0,chrome,number_collision,,,,,,
5799333.0,Rayner Arias,CPA-RA,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/rayner-arias-cpa-ra,Rayner Arias #CPA-RA,2023.0,chrome,number_collision,,,,,,
5799347.0,Welbyn Francisca,CPA-WF,https://www.sportscardspro.com/game/baseball-cards-2023-bowman-chrome-prospect-autographs/welbyn-francisca-cpa-wf,Welbyn Francisca #CPA-WF,2023.0,chrome,number_collision,,,,,,
3411897.0,Alejandro Hidalgo,CPA-AH,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/alejandro-hidalgo-cpa-ah,Alejandro Hidalgo #CPA-AH,2022.0,chrome,number_collision,,,,,,
3411900.0,Alejandro Pie,CPA-AP,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/alejandro-pie-cpa-ap,Alejandro Pie #CPA-AP,2022.0,chrome,number_collision,,,,,,
3411910.0,Colton Cowser,CPA-CC,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/colton-cowser-cpa-cc,Colton Cowser #CPA-CC,2022.0,chrome,number_collision,,,,,,
3411912.0,Curtis Mead,CPA-CM,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/curtis-mead-cpa-cm,Curtis Mead #CPA-CM,2022.0,chrome,number_collision,,,,,,
3411915.0,Creed Willems,CPA-CW,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/creed-willems-cpa-cw,Creed Willems #CPA-CW,2022.0,chrome,number_collision,,,,,,
3411916.0,Darren Baker,CPA-DB,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/darren-baker-cpa-db,Darren Baker #CPA-DB,2022.0,chrome,number_collision,,,,,,
3411924.0,Elijah Cabell,CPA-EC,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/elijah-cabell-cpa-ec,Elijah Cabell #CPA-EC,2022.0,chrome,number_collision,,,,,,
3411926.0,Eddys Leonard,CPA-EL,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/eddys-leonard-cpa-el,Eddys Leonard #CPA-EL,2022.0,chrome,number_collision,,,,,,
3411928.0,Eduardo Vaughan,CPA-EV,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/eduardo-vaughan-cpa-ev,Eduardo Vaughan #CPA-EV,2022.0,chrome,number_collision,,,,,,
3411931.0,Gavin Conticello,CPA-GC,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/gavin-conticello-cpa-gc,Gavin Conticello #CPA-GC,2022.0,chrome,number_collision,,,,,,
3411937.0,Jose Fermin,CPA-JF,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/jose-fermin-cpa-jf,Jose Fermin #CPA-JF,2022.0,chrome,number_collision,,,,,,
3411942.0,Jack Suwinski,CPA-JS,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/jack-suwinski-cpa-js,Jack Suwinski #CPA-JS,2022.0,chrome,number_collision,,,,,,
3411950.0,Lenyn Sosa,CPA-LS,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/lenyn-sosa-cpa-ls,Lenyn Sosa #CPA-LS,2022.0,chrome,number_collision,,,,,,
3411954.0,Mason Albright,CPA-MA,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/mason-albright-cpa-ma,Mason Albright #CPA-MA,2022.0,chrome,number_collision,,,,,,
3411967.0,Robert Dominguez,CPA-RD,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/robert-dominguez-cpa-rd,Robert Dominguez #CPA-RD,2022.0,chrome,number_collision,,,,,,
3411972.0,Randy Vasquez,CPA-RV,https://www.sportscardspro.com/game/baseball-cards-2022-bowman-chrome-prospect-autographs/randy-vasquez-cpa-rv,Randy Vasquez #CPA-RV,2022.0,chrome,number_collision,,,,,,
